"timestamp","value","Staff","Flow (cfs)"
2025-04-01 13:30:00,0.611432155609131,0.826011073408661,17.5839760445525
2025-04-01 13:45:00,0.611468999290466,0.826131951632134,17.5899884672792
2025-04-01 14:00:00,0.613772783088684,0.833690297668678,17.9700488168936
2025-04-01 14:15:00,0.613095644187927,0.83146871327752,17.8574954346769
2025-04-01 14:30:00,0.612620237159729,0.829908978883126,17.7788952116885
2025-04-01 14:45:00,0.614564740562439,0.836288583426873,18.1025875958478
2025-04-01 15:00:00,0.614248844146729,0.835252177830353,18.049603663596
2025-04-01 15:15:00,0.612250128936768,0.828694713020904,17.717943885028
2025-04-01 15:30:00,0.609741779136658,0.820465218662712,17.3103268113198
2025-04-01 15:45:00,0.613523452377319,0.832872283497604,17.9285230246116
2025-04-01 16:00:00,0.615750787353516,0.840179813180908,18.3029100282174
2025-04-01 16:15:00,0.612040258026123,0.828006160142426,17.6834741502636
2025-04-01 16:30:00,0.61876266746521,0.85006130992656,18.821633271964
2025-04-01 16:45:00,0.614208003616333,0.83511818658461,18.0427649891989
2025-04-01 17:00:00,0.613563638877869,0.833004128976067,17.935209555349
2025-04-01 17:15:00,0.617799862861633,0.846902502070961,18.654234548568
2025-04-01 17:30:00,0.614992476081848,0.837691915228371,18.1745777766047
2025-04-01 17:45:00,0.617637590789795,0.846370113366791,18.6261679705281
2025-04-01 18:00:00,0.617114584922791,0.844654214798088,18.5359959343953
2025-04-01 18:15:00,0.615123209381104,0.8381208302659,18.1966379620838
2025-04-01 18:30:00,0.614187874031067,0.835052144636086,18.0393952791692
2025-04-01 18:45:00,0.612699374771118,0.830168616724076,17.7919551865162
2025-04-01 19:00:00,0.612360151290894,0.829055678761215,17.7360410741575
2025-04-01 19:15:00,0.611418711662293,0.825966965970116,17.5817826742884
2025-04-01 19:30:00,0.608951275062561,0.817871701276253,17.1838203375029
2025-04-01 19:45:00,0.605578007125855,0.806804548898788,16.6542950262984
2025-04-01 20:00:00,0.60578715133667,0.8074907175914,16.6866461030155
2025-04-01 20:15:00,0.60375624332428,0.80082763334803,16.3751383466728
2025-04-01 20:30:00,0.599420788478851,0.786603699672955,15.7294712268067
2025-04-01 20:45:00,0.596122624969482,0.775782952904877,15.2553897204881
2025-04-01 21:00:00,0.593553232383728,0.76735318693383,14.8959862994706
2025-04-01 21:15:00,0.590687527942658,0.757951269175389,14.5051142913063
2025-04-01 21:30:00,0.588389775753021,0.750412711881542,14.1991307684744
2025-04-01 21:45:00,0.584815284633637,0.73868537843742,13.7359090845195
2025-04-01 22:00:00,0.584530345630646,0.737750539158848,13.699640510106
2025-04-01 22:15:00,0.578721107196808,0.718691357335575,12.9807360263658
2025-04-01 22:30:00,0.575358558082581,0.707659371699654,12.5819815220333
2025-04-01 22:45:00,0.5733531208992,0.701079853170933,12.3500184653206
2025-04-01 23:00:00,0.570390184020996,0.691358931343445,12.0151078704285
2025-04-01 23:15:00,0.569473561191559,0.688351638499714,11.9133500173038
2025-04-01 23:30:00,0.563921865177155,0.670137412147816,11.3151908568454
2025-04-01 23:45:00,0.559596475124359,0.655946499447003,10.870051155486
2025-04-02,0.557436105537415,0.648858672491371,10.6543218254207
2025-04-02 00:15:00,0.556032048797607,0.644252186977142,10.5164169239561
2025-04-02 00:30:00,0.550495104789734,0.626086359598351,9.9897639097001
2025-04-02 00:45:00,0.545154587745666,0.608564977659493,9.50679672294957
2025-04-02 01:00:00,0.545489124011993,0.609662537623509,9.53635280120516
2025-04-02 01:15:00,0.540181453800201,0.592248920885853,9.24791989788393
2025-04-02 01:30:00,0.537821314430237,0.584505681235298,9.01461286352568
2025-04-02 01:45:00,0.533256549453735,0.569529417709793,8.57180566626511
2025-04-02 02:00:00,0.533276679039001,0.569595459658317,8.57373393849518
2025-04-02 02:15:00,0.529419247341156,0.556939843446759,8.20816848412343
2025-04-02 02:30:00,0.527960942459107,0.552155378457535,8.07203445944404
2025-04-02 02:45:00,0.523659642505646,0.538043501518223,7.67711415288155
2025-04-02 03:00:00,0.522821539592743,0.535293819957455,7.60131364778433
2025-04-02 03:15:00,0.521795039749146,0.531926038210587,7.50898463606956
2025-04-02 03:30:00,0.519585072898865,0.524675490569512,7.3121164462388
2025-04-02 03:45:00,0.514139911079407,0.506810785865761,6.83817207712811
2025-04-02 04:00:00,0.512962512016296,0.502947927923546,6.73777219163559
2025-04-02 04:15:00,0.511037520503998,0.496632338770336,6.57521653035581
2025-04-02 04:30:00,0.511936666202545,0.499582291943958,6.65089867655963
2025-04-02 04:45:00,0.509329085540771,0.491027237005585,6.43260414426672
2025-04-02 05:00:00,0.50788146314621,0.486277819548611,6.31298217950526
2025-04-02 05:15:00,0.508791981697083,0.489265085231056,6.38809094673077
2025-04-02 05:30:00,0.507833173942566,0.486119390397728,6.30901115131067
2025-04-02 05:45:00,0.507707127857208,0.485705853359043,6.2986517042977
2025-04-02 06:00:00,0.512220914840698,0.500514866245957,6.67491396465808
2025-04-02 06:15:00,0.513794619655609,0.505677939950909,6.80865151952865
2025-04-02 06:30:00,0.52322249622345,0.536609294509743,7.63753058608812
2025-04-02 06:45:00,0.527275046825409,0.549905064626675,8.00839789717373
2025-04-02 07:00:00,0.536311995220184,0.57955384639819,8.86697022611139
2025-04-02 07:15:00,0.539770432376862,0.590900425359303,9.20707542092291
2025-04-02 07:30:00,0.547347077465057,0.615758185630459,9.70218209155684
2025-04-02 07:45:00,0.552121713352203,0.631423002034443,10.1416839242568
2025-04-02 08:00:00,0.556470575809479,0.64569092393877,10.559295780335
